CardID,CustomerID,CardType,CardNumber,IssuedDate,ExpirationDate
1906,1142,Credit,378704054707709,2022-05-18,2030-03-10
1907,1775,Prepaid,4509498531909731993,2021-02-08,2030-05-05
1908,3495,Prepaid,4279546374922084,2024-03-18,2028-08-01
1909,4959,Prepaid,377968899242591,2021-07-16,2030-02-06
1910,4515,Credit,675984327212,2022-03-11,2030-02-24
1911,133,Prepaid,4989102744860652,2024-03-02,2029-06-24
1912,1874,Credit,373026214167631,2024-01-24,2027-09-18
1913,1047,Credit,4063976460258145,2022-05-01,2028-11-23
1914,2032,Credit,379059919632363,2024-02-26,2027-01-29
1915,45,Debit,30338365243110,2020-10-21,2026-08-22
1916,80,Prepaid,4506342261527896,2023-10-19,2029-11-04
1917,2214,Prepaid,6011829612807178,2025-05-02,2028-01-12
1918,4699,Prepaid,30457580288047,2022-12-05,2029-01-20
1919,436,Prepaid,346499375618813,2022-04-27,2028-06-16
1920,4368,Prepaid,6011620287382930,2021-05-28,2028-01-11
1921,1533,Credit,30388201919886,2020-09-04,2027-03-18
1922,725,Credit,630481364937,2025-04-28,2026-07-04
1923,3143,Debit,3577700488513690,2023-12-08,2030-02-05
1924,4267,Debit,4879090054366969,2022-06-21,2029-01-26
1925,1230,Debit,377097858815856,2024-05-29,2028-08-18
1926,2368,Prepaid,3549330539925589,2024-07-23,2026-06-09
1927,4851,Debit,4212261685801,2023-02-20,2027-01-23
1928,1911,Credit,36655799552186,2021-03-12,2030-01-30
1929,1460,Debit,344696737200014,2024-10-29,2029-02-26
1930,2357,Prepaid,6535206541649442,2025-01-08,2026-08-05
1931,2764,Credit,375033119842795,2021-01-13,2030-05-09
1932,4241,Credit,4233320041794,2022-01-19,2029-03-17
1933,4915,Credit,5276965086141512,2021-09-07,2029-07-18
1934,3469,Debit,4037456914920676,2020-11-09,2029-06-09
1935,3720,Credit,3576422431503105,2024-09-10,2030-04-29
1936,1176,Prepaid,3500152839586789,2025-02-14,2030-01-22
1937,2192,Debit,5108131261326105,2021-12-02,2028-06-06
1938,1212,Debit,3554521226616695,2023-01-24,2028-05-25
1939,1947,Prepaid,4271841531634764120,2024-09-20,2029-10-18
1940,4456,Prepaid,4777213825724778,2021-10-08,2027-03-14
1941,2857,Prepaid,4807422744942221,2023-09-08,2026-10-30
1942,4147,Debit,676161535924,2021-05-27,2028-06-04
1943,3046,Credit,568548489422,2023-02-19,2030-02-13
1944,2780,Prepaid,4741209139829678,2021-07-16,2028-07-08
1945,3215,Credit,6553690887853501,2024-03-16,2029-03-02
1946,2164,Credit,60409354804,2023-11-18,2027-07-02
1947,67,Credit,6503971948697496,2021-03-24,2029-01-26
1948,1718,Debit,4635948434500,2021-05-04,2029-12-15
1949,3566,Credit,3517798889392600,2023-02-17,2027-06-25
1950,4666,Debit,376967926806718,2022-04-28,2027-06-07
1951,1765,Prepaid,6011932095787758,2021-09-28,2026-08-08
1952,1028,Credit,3541694804446763,2025-03-15,2029-11-07
1953,3660,Credit,4849970936320,2023-08-24,2027-01-07
1954,766,Prepaid,3523358829494198,2024-06-07,2027-03-28
1955,3212,Debit,3569424002335593,2021-09-18,2028-06-14
1956,3996,Credit,4322803515539542,2024-07-05,2028-07-25
1957,649,Debit,344708819235345,2021-02-08,2029-09-04
1958,3837,Prepaid,6011007315497346,2021-10-02,2028-05-02
1959,4825,Credit,3546421414863277,2025-05-09,2027-04-28
1960,3587,Prepaid,213112052149412,2024-05-26,2029-02-10
1961,4932,Debit,3549701838361751,2021-12-11,2030-01-17
1962,665,Debit,3572867106869344,2024-07-17,2028-05-11
1963,1025,Prepaid,180059653461960,2020-07-02,2029-11-08
1964,1186,Prepaid,30570346258151,2022-12-20,2029-12-23
1965,3654,Prepaid,30393695697154,2020-12-30,2029-07-01
1966,2947,Debit,3543980231511156,2024-01-20,2027-05-24
1967,2011,Debit,6011254098246348,2020-06-20,2028-12-18
1968,1991,Prepaid,4049763097949,2023-03-23,2026-10-09
1969,1680,Prepaid,3551000733500349,2025-04-01,2027-02-17
1970,4563,Prepaid,213101873982028,2024-03-01,2026-06-05
1971,2314,Debit,3582232629468694,2025-02-27,2029-08-15
1972,4922,Prepaid,4965490410329401,2022-01-12,2028-01-07
1973,3050,Credit,180049311017353,2024-11-25,2030-02-03
1974,3079,Prepaid,3515800500644831,2024-07-16,2029-10-22
1975,2447,Credit,38423303911085,2022-07-28,2029-08-24
1976,130,Credit,180054255228024,2023-08-08,2030-01-05
1977,590,Prepaid,345119077761197,2022-03-24,2030-05-09
1978,4196,Prepaid,213100357443739,2024-10-02,2028-05-23
1979,4720,Debit,2244885939983843,2022-02-13,2029-02-12
1980,287,Credit,3537493482632349,2021-04-07,2027-12-07
1981,256,Debit,4116830217907,2024-06-19,2030-02-05
1982,2749,Credit,180046912341398,2021-04-10,2027-02-25
1983,1775,Debit,213101216572601,2024-11-24,2029-10-20
1984,1687,Credit,6589375574298578,2023-04-08,2027-06-29
1985,1479,Prepaid,30412798024528,2021-07-02,2028-06-30
1986,326,Prepaid,213197160808058,2023-10-17,2026-10-20
1987,3720,Credit,4350148455929096,2024-02-09,2026-09-02
1988,4985,Debit,6011885840977761,2023-02-08,2029-04-21
1989,2356,Debit,4441293663777805261,2024-07-27,2028-12-21
1990,4365,Debit,5578635126614365,2023-05-20,2026-05-26
1991,2574,Debit,4029774604834571398,2022-08-05,2029-07-14
1992,2904,Credit,2720503886698339,2021-06-23,2029-07-17
1993,27,Debit,4282427556513725,2022-01-07,2029-08-25
1994,1082,Credit,630413297981,2021-11-13,2027-08-02
1995,11,Prepaid,4309661057293010,2022-04-07,2028-02-19
1996,3227,Prepaid,4949006063463774352,2021-02-21,2027-07-13
1997,1922,Credit,4587060275507496,2023-08-17,2028-07-07
1998,2656,Prepaid,4570795372668399,2024-07-19,2028-05-15
1999,2464,Debit,4516147139899932,2023-07-21,2027-09-02
2000,2321,Prepaid,4578284254712,2022-07-16,2027-04-16
2001,2507,Credit,340143390245212,2024-08-06,2029-04-17
2002,3167,Credit,3581111564813992,2023-05-28,2027-04-07
2003,4040,Credit,4684642482647,2020-11-23,2028-06-27
2004,2158,Debit,30085404844479,2020-10-02,2028-01-25
2005,4627,Debit,4544839330317914,2022-09-11,2026-05-13
2006,319,Credit,340086272872480,2020-05-25,2030-02-03
2007,379,Credit,6011012319376827,2020-10-19,2029-04-04
2008,3215,Debit,3504647661475791,2025-02-07,2028-01-01
2009,323,Debit,3586090434780224,2023-12-03,2029-06-05
2010,4262,Debit,6515449244789990,2022-02-26,2027-10-20
2011,2417,Debit,2226170767276376,2024-05-16,2027-07-14
2012,4603,Debit,3559687098514485,2024-06-19,2029-02-12
2013,2844,Prepaid,4102657739943666106,2023-11-06,2030-02-26
2014,857,Prepaid,4290051768182119,2021-03-26,2027-06-08
2015,3397,Credit,180030284750295,2024-07-01,2028-03-12
2016,166,Debit,6528654744822432,2024-04-16,2027-07-11
2017,1605,Credit,2524367347618676,2020-08-17,2027-02-12
2018,3692,Debit,36125749408046,2022-04-29,2028-01-19
2019,3577,Debit,6011950441265345,2022-10-16,2029-11-29
2020,1333,Prepaid,6011829397254018,2024-04-11,2030-04-29
2021,4163,Credit,567711569838,2024-01-25,2026-10-07
2022,1365,Prepaid,639028338023,2024-12-22,2028-05-17
2023,251,Debit,30408110009676,2022-07-10,2028-12-12
2024,761,Credit,3533731890151707,2023-07-05,2026-06-11
2025,1385,Credit,3557099175235608,2023-08-21,2029-07-01
2026,3799,Debit,4817117614794927005,2020-09-19,2029-02-07
2027,2165,Prepaid,4788780905888520378,2022-08-12,2026-05-16
2028,2366,Credit,4386224228422863,2022-03-23,2027-06-07
2029,3594,Credit,2298264438143363,2024-03-26,2029-07-12
2030,1836,Credit,3595207929004956,2022-11-15,2028-08-31
2031,1144,Debit,213157235750289,2022-07-29,2029-08-21
2032,2864,Prepaid,560804058249,2021-02-26,2027-11-22
2033,1422,Debit,4263965901507,2024-04-15,2027-07-12
2034,641,Credit,4782455513358905,2023-05-04,2027-04-09
2035,3337,Prepaid,3532351384448989,2024-05-31,2028-09-05
2036,3943,Prepaid,6011637467860931,2023-11-09,2029-12-31
2037,3654,Prepaid,3548934272409924,2023-08-31,2027-07-11
2038,2495,Debit,4693862858772475,2021-11-02,2027-01-19
2039,2726,Prepaid,3533466184439910,2022-05-01,2026-10-17
2040,2034,Debit,4707315258554,2023-08-05,2028-05-30
2041,1849,Debit,180008747402563,2022-11-07,2029-12-17
2042,441,Debit,3559106986116204,2025-05-11,2026-07-26
2043,2990,Prepaid,180019503781736,2023-04-27,2026-09-19
2044,1006,Credit,4055244617197379206,2024-06-13,2028-02-11
2045,3967,Debit,2719209817104768,2022-06-29,2029-05-22
2046,3904,Credit,349940607747182,2022-03-30,2029-04-18
2047,3663,Credit,4934562753547803,2025-04-06,2029-03-16
2048,4628,Debit,5264897759870172,2024-05-27,2030-02-12
2049,1406,Debit,3517502284116261,2023-02-04,2026-07-21
2050,843,Prepaid,3516955011988405,2021-09-11,2027-05-14
2051,1782,Credit,180081424065037,2022-07-25,2029-07-25
2052,697,Credit,4716802149033157,2024-04-28,2030-01-31
2053,2169,Debit,4314778844523,2021-03-23,2028-06-22
2054,1731,Debit,4113731054695145276,2022-03-30,2027-01-14
2055,80,Debit,30115676878358,2022-03-03,2030-01-25
2056,1976,Debit,4298551774033,2021-03-29,2030-04-27
2057,4736,Prepaid,4665990059147061000,2024-05-25,2028-09-12
2058,890,Credit,370725603470208,2020-05-26,2027-05-13
2059,1370,Credit,4150073516651771558,2024-12-31,2027-12-22
2060,705,Debit,3520134001348194,2025-01-24,2028-04-20
2061,3902,Prepaid,4463311605495541,2021-07-23,2027-02-01
2062,4843,Prepaid,4327274120529,2024-06-18,2027-05-02
2063,3734,Prepaid,30087647527507,2025-04-27,2027-09-04
2064,2974,Debit,2701830987417068,2023-12-20,2027-01-19
2065,29,Debit,6011478862370626,2024-03-04,2027-10-27
2066,2687,Prepaid,6011999164624154,2021-02-16,2027-05-01
2067,974,Prepaid,6011712528577475,2022-08-28,2028-08-03
2068,1489,Debit,4038512786671448,2022-10-05,2026-09-02
2069,1167,Debit,342621717969638,2022-03-29,2029-10-26
2070,2732,Credit,4834531658011638,2023-05-09,2027-08-16
2071,4987,Debit,3562136468335522,2024-07-09,2027-10-04
2072,803,Credit,30498912907854,2020-07-16,2030-01-02
2073,3406,Credit,4324690423440117330,2023-12-13,2027-12-04
2074,4540,Debit,3517289168497799,2023-06-10,2029-09-09
2075,968,Debit,4738667584472218,2025-02-17,2029-09-29
2076,3788,Prepaid,213195150506245,2021-01-05,2029-10-23
2077,3764,Debit,30521486570533,2024-03-26,2030-01-07
2078,4918,Debit,38449153615872,2024-10-10,2029-03-24
2079,4794,Prepaid,6516097957842560,2025-02-15,2028-09-12
2080,2422,Debit,60458832460,2021-04-25,2028-12-27
2081,796,Debit,347353964353093,2024-03-23,2028-03-07
2082,519,Prepaid,4923596114551545,2020-07-27,2028-03-13
2083,1780,Debit,3540564667072827,2020-07-13,2026-08-22
2084,3457,Prepaid,3587771932466346,2021-09-17,2026-08-22
2085,3515,Credit,2232895879829231,2021-08-18,2028-11-08
2086,2036,Debit,4180796677128032,2020-06-30,2027-04-19
2087,638,Debit,4544004987096620429,2024-01-23,2027-11-07
2088,4558,Debit,4097716019809005801,2024-07-11,2026-06-07
2089,1054,Prepaid,30380157300542,2024-04-09,2027-03-03
2090,2989,Debit,3548307403004460,2024-08-08,2027-07-03
2091,3008,Credit,3575790871566498,2022-08-13,2026-07-04
2092,898,Credit,6540733949733406,2023-11-14,2028-11-10
2093,4424,Credit,676223233161,2024-04-22,2028-11-17
2094,2887,Credit,2703199899666941,2021-10-12,2027-02-12
2095,2290,Prepaid,4986638564583398,2021-05-02,2027-01-13
2096,2147,Prepaid,4141802816778766029,2024-08-09,2029-10-26
2097,4687,Prepaid,30450182707902,2023-09-07,2027-08-18
2098,955,Credit,4721315256476,2020-08-13,2028-08-09
2099,3720,Prepaid,30407585617617,2023-01-31,2027-03-21
2100,1978,Debit,573043900311,2020-12-12,2027-09-12
2101,867,Prepaid,675918344168,2023-11-07,2026-08-26
2102,1222,Credit,6011970926625375,2024-02-13,2026-12-04
2103,619,Prepaid,30004990246841,2023-12-15,2030-04-08
2104,840,Debit,3516398865792229,2023-11-03,2030-01-09
2105,1913,Credit,4073476779382288,2024-12-11,2027-02-08
2106,4436,Debit,3561499251548649,2023-09-12,2029-04-03
2107,4357,Debit,4926615755778423499,2022-02-09,2029-06-12
2108,3891,Credit,3511541824246952,2022-05-15,2027-07-23
2109,3530,Credit,4414958575259472753,2023-08-02,2028-08-25
2110,4181,Debit,2715164831931262,2021-10-07,2029-08-05
2111,2816,Debit,180054070289524,2021-08-06,2026-08-05
2112,2052,Debit,6011810437949270,2025-01-14,2029-05-08
2113,4006,Debit,376928859434670,2021-04-13,2029-12-11
2114,1425,Prepaid,60407185382,2023-07-26,2027-02-22
2115,1947,Credit,6011712922768373,2024-01-08,2029-10-06
2116,343,Prepaid,6509370382985992,2021-01-15,2028-06-14
2117,334,Debit,180018600714624,2024-12-02,2026-10-30
2118,162,Prepaid,4965180807609784,2021-06-18,2028-08-17
2119,4337,Debit,6546468321611854,2023-01-03,2027-09-26
2120,2516,Prepaid,4039236382352398,2025-02-24,2029-11-11
2121,4347,Prepaid,4658872031768566,2020-06-07,2028-07-12
2122,4634,Debit,4715812561503,2024-12-06,2027-02-14
2123,3472,Prepaid,675984976653,2023-03-01,2028-10-29
2124,1219,Credit,4582367617498,2021-04-02,2029-11-08
2125,2959,Debit,30084952945580,2024-08-04,2029-04-15
2126,3673,Credit,180016183127131,2023-07-22,2027-05-05
2127,4218,Prepaid,6526777245262238,2022-08-01,2027-12-08
2128,3373,Credit,5293279768405495,2021-05-20,2028-04-27
2129,3278,Debit,4876888061033693,2024-10-18,2029-02-25
2130,3391,Prepaid,213114490677624,2022-03-25,2029-01-31
2131,841,Debit,4934850913469095,2020-10-21,2030-01-16
2132,2914,Debit,30287086473979,2023-10-27,2027-01-31
2133,4319,Debit,4877246307523440,2020-05-13,2029-11-03
2134,2364,Debit,2250557359810217,2024-02-09,2029-08-03
2135,4290,Debit,676322960755,2020-07-28,2028-05-28
2136,1071,Prepaid,5119381474775377,2023-12-04,2028-10-03
2137,3870,Prepaid,30430135267980,2021-07-04,2028-10-07
2138,3207,Credit,30507876410604,2021-02-06,2028-12-21
2139,3881,Debit,6574551122242196,2023-06-18,2029-08-01
2140,445,Debit,38858061900327,2021-11-03,2028-01-26
2141,914,Debit,578233971238,2021-04-03,2029-04-06
2142,2834,Prepaid,3567757093323222,2021-05-21,2027-05-02
2143,4135,Prepaid,5426217845184949,2023-02-02,2027-04-03
2144,2488,Prepaid,6555623089853159,2025-01-03,2027-09-23
2145,3507,Prepaid,2224536307444454,2025-04-16,2029-01-03
2146,3290,Prepaid,4999725771160600,2023-12-03,2027-02-19
2147,1371,Debit,4051722813197810,2024-07-19,2028-01-25
2148,2811,Prepaid,6532112252016933,2024-05-30,2026-08-17
2149,3450,Credit,4272379265607,2024-08-20,2030-02-06
2150,4619,Credit,30236063461663,2021-04-17,2027-07-28
2151,148,Debit,6011038511935334,2024-09-30,2027-08-13
2152,1083,Debit,373987656421945,2025-02-14,2026-08-13
2153,3233,Credit,213183051869029,2022-05-23,2028-01-02
2154,4457,Debit,60408633794,2021-11-25,2028-02-27
2155,3738,Debit,3514687552319284,2022-02-27,2027-01-18
2156,2841,Debit,3565705614884760,2022-04-26,2030-01-16
2157,1839,Credit,4482718778710321522,2020-06-21,2027-03-28
2158,566,Debit,5587000306545302,2022-12-31,2027-12-26
2159,137,Debit,3519427709132198,2024-08-26,2029-07-25
2160,2341,Prepaid,30504864705327,2023-07-13,2026-06-18
2161,3108,Prepaid,5547651289552472,2020-11-19,2029-02-06
2162,4101,Debit,675962126032,2020-07-04,2027-12-31
2163,927,Debit,3552023925394239,2024-06-06,2027-01-14
2164,3149,Prepaid,3521894918177130,2022-12-21,2027-07-30
2165,4471,Debit,3582579407781551,2024-04-16,2027-10-20
2166,2859,Credit,6523986143577315,2023-06-29,2030-01-06
2167,2505,Credit,2714498718143018,2023-11-22,2027-07-27
2168,2465,Debit,639025959151,2020-10-26,2028-11-01
2169,3392,Credit,502075527908,2023-07-14,2029-06-26
2170,4073,Prepaid,378196337835359,2025-04-29,2027-01-05
2171,3179,Prepaid,180069569108928,2024-06-02,2029-12-07
2172,2301,Credit,6527381160245176,2020-05-23,2029-07-01
2173,2892,Prepaid,4518613292118736700,2023-12-23,2028-07-11
2174,4095,Debit,344288354503191,2023-06-11,2028-03-02
2175,4569,Prepaid,4328587714926008093,2022-03-20,2029-02-11
2176,408,Debit,3598148324791291,2020-10-21,2029-11-05
2177,3326,Prepaid,60464902422,2023-09-15,2028-12-16
2178,411,Prepaid,379194820436255,2021-02-03,2028-04-27
2179,3610,Debit,6502750937424331,2023-12-23,2029-04-13
2180,1178,Prepaid,4142881067081483,2020-08-01,2029-08-05
2181,1679,Prepaid,2270166590103857,2024-10-13,2029-11-13
2182,4793,Debit,6590595557827435,2021-04-06,2029-04-15
2183,3838,Debit,4220470574596392,2021-06-08,2027-01-07
2184,4696,Debit,60402091056,2023-01-25,2028-11-08
2185,1494,Credit,38236461081875,2022-03-20,2027-03-05
2186,1462,Prepaid,30410029976755,2025-01-17,2029-12-01
2187,4166,Debit,639072209773,2025-01-03,2028-02-27
2188,3650,Debit,569596930754,2020-05-24,2027-06-17
2189,4779,Credit,3588701588249323,2025-05-01,2026-07-15
2190,3378,Debit,346929087278845,2024-04-23,2028-06-16
2191,3558,Prepaid,3519416012489197,2024-05-03,2028-01-11
2192,3264,Prepaid,4390823725197896,2020-05-23,2028-05-04
2193,1381,Credit,349364641119086,2024-07-01,2029-02-24
2194,4058,Debit,4049730210557308108,2020-07-09,2028-04-18
2195,3041,Prepaid,4897830652652,2025-04-18,2028-05-03
2196,4008,Prepaid,5505732180410265,2020-06-04,2030-04-04
2197,2982,Prepaid,676219432751,2023-01-13,2027-06-04
2198,2215,Prepaid,582482495790,2022-08-01,2029-10-31
2199,2474,Credit,3555529711962002,2021-01-09,2029-06-26
2200,4007,Prepaid,3557993464046579,2023-08-10,2026-12-23
2201,4463,Prepaid,571549875417,2022-03-20,2028-01-19
2202,1393,Credit,213143382200518,2023-01-30,2027-03-12
2203,4306,Credit,4621240760589756319,2023-08-05,2030-05-10
2204,980,Debit,4130412872793320,2021-10-25,2026-06-25
2205,1271,Prepaid,630447083068,2021-09-17,2026-09-03
2206,2990,Prepaid,6525147856517166,2022-02-01,2030-03-28
2207,688,Credit,3512009187084310,2021-07-05,2029-05-30
2208,764,Prepaid,3566999426959477,2023-02-28,2029-05-14
2209,2222,Debit,4718814551683922,2023-01-02,2030-04-12
2210,1290,Credit,3595539098499603,2021-11-27,2026-09-16
2211,2328,Credit,4028132443041620,2022-03-19,2028-04-30
2212,2112,Prepaid,180050942252153,2024-09-12,2026-06-24
2213,4768,Credit,4498332025709047,2023-09-11,2029-07-22
2214,45,Credit,3502037252971923,2022-07-27,2026-06-20
2215,2328,Debit,30100911829903,2022-04-07,2027-07-08
2216,692,Credit,4378263344215504,2022-01-08,2029-12-27
2217,3214,Credit,6011074797102018,2023-03-01,2029-07-15
2218,2256,Prepaid,6011537017261822,2022-11-27,2029-07-29
2219,3923,Debit,180050477730557,2024-06-21,2029-06-17
2220,3886,Debit,501888885198,2025-03-11,2026-09-24
2221,1778,Prepaid,30006558811072,2021-04-29,2026-10-05
2222,1040,Prepaid,4595203340602831,2024-09-15,2027-07-05
2223,2314,Credit,347682513529666,2023-06-29,2028-01-15
2224,4316,Debit,2221430297332890,2024-05-11,2029-03-04
2225,3454,Prepaid,676314352078,2023-09-22,2027-12-25
2226,1383,Credit,4363222530540908,2025-05-09,2027-09-14
2227,2645,Debit,3516131421298237,2024-05-31,2030-03-03
2228,2970,Debit,213116600559816,2024-09-21,2027-07-11
2229,560,Credit,2243261446769771,2024-04-29,2028-08-17
2230,1487,Debit,30441430969840,2020-12-25,2029-10-08
2231,3355,Debit,6011290575785788,2023-04-29,2027-07-20
2232,5000,Prepaid,4127970669713221138,2021-02-08,2029-02-23
2233,336,Debit,213119248895253,2024-09-20,2028-07-11
2234,701,Prepaid,3582917594456423,2022-03-31,2029-12-23
2235,4303,Prepaid,213136718851145,2023-05-20,2030-04-16
2236,2190,Credit,38836982758388,2021-09-08,2027-04-01
2237,4452,Credit,4100502187606484,2021-03-02,2029-11-11
2238,4018,Debit,4167167734998,2025-03-02,2027-10-02
2239,2329,Prepaid,3523922618544024,2025-02-04,2028-01-27
2240,269,Debit,4356281705745873,2021-01-22,2026-06-01
2241,894,Debit,4463037146066216,2022-04-09,2028-05-28
2242,1926,Prepaid,3535294958869015,2024-01-17,2029-08-26
2243,1674,Debit,4427801063083,2024-11-21,2027-09-30
2244,1202,Prepaid,373078174742135,2020-12-30,2028-08-05
2245,2306,Credit,180031197283523,2022-09-10,2029-03-22
2246,4561,Prepaid,4625243521650427,2020-05-11,2028-11-06
2247,1305,Credit,4467541989971693,2023-12-06,2030-04-20
2248,1779,Prepaid,4769267636836976147,2021-05-28,2027-06-07
2249,3516,Debit,4857330943340075929,2022-10-17,2026-09-22
2250,4127,Prepaid,3544462594804527,2025-04-08,2029-04-14
2251,3735,Credit,3523418379127919,2023-03-26,2029-04-05
2252,3360,Debit,4137937335940954,2024-12-14,2027-04-06
2253,737,Credit,4639456876611404891,2024-09-22,2027-02-02
2254,2754,Credit,4430806948109017211,2021-02-09,2027-11-09
2255,1187,Prepaid,30488986733211,2024-07-23,2030-01-21
2256,1988,Credit,4577104641439596,2023-01-01,2030-01-11
2257,2056,Credit,213110808765192,2023-08-09,2027-03-14
2258,440,Debit,4691618751046418491,2025-03-07,2029-08-20
2259,3445,Prepaid,3568890730663756,2023-11-04,2028-06-29
2260,825,Prepaid,4565473060711,2024-11-10,2028-11-27
2261,3112,Credit,6011807193370873,2022-12-14,2028-02-21
2262,1163,Debit,3560476663900577,2024-06-29,2030-04-06
2263,4820,Prepaid,4718319512342,2020-09-11,2028-02-06
2264,2616,Prepaid,4287274704120,2021-01-19,2029-08-28
2265,4033,Credit,344276567874970,2022-01-12,2027-05-03
2266,379,Debit,4177116464795,2025-03-22,2026-11-07
2267,2520,Debit,343214659171634,2021-04-21,2027-04-23
2268,3903,Debit,4140838373629,2022-09-29,2026-11-23
2269,2218,Prepaid,180026713224084,2020-05-14,2029-04-22
2270,4517,Debit,6011397054376805,2020-09-26,2027-10-26
2271,2974,Credit,4965742033837024,2025-04-29,2027-04-05
2272,4645,Debit,3597758313549848,2021-04-12,2030-01-03
2273,2030,Debit,4575331710099710452,2022-09-28,2027-05-21
2274,4999,Prepaid,4929641185177913,2021-03-17,2026-10-12
2275,1588,Prepaid,4252803271784319187,2024-09-23,2029-02-28
2276,4694,Credit,2255000229464498,2023-11-13,2026-10-09
2277,1137,Debit,213167399688670,2022-08-26,2026-07-31
2278,2091,Debit,3561177457527498,2024-06-21,2030-04-05
2279,2169,Debit,4826567842946149,2024-08-02,2027-04-04
2280,4125,Debit,3599432161341322,2020-09-26,2027-10-20
2281,1490,Prepaid,4203927257645299910,2024-10-27,2027-04-03
2282,958,Prepaid,2225001948960847,2021-09-09,2029-09-17
2283,2000,Debit,4820845334512,2021-01-12,2029-05-07
2284,2906,Debit,630485463784,2024-01-08,2027-11-18
2285,3298,Prepaid,4593681336282662,2024-06-27,2030-03-21
2286,2616,Debit,4667648315865891,2024-03-23,2028-08-18
2287,2772,Debit,3527168027534521,2021-04-22,2030-01-29
2288,1355,Debit,503826790530,2022-05-21,2028-07-19
2289,921,Credit,6567158937047270,2021-05-02,2028-02-13
2290,2557,Credit,5599514366688394,2020-09-11,2026-12-08
2291,2184,Debit,4388760451547,2023-08-29,2027-10-12
2292,1563,Prepaid,676342734602,2022-02-11,2026-05-29
2293,1642,Debit,4879436178423,2024-12-06,2030-01-29
2294,3332,Debit,4650112416236154,2024-03-27,2026-05-14
2295,3911,Debit,3516588975570727,2023-01-31,2030-04-23
2296,2333,Debit,4129687237415,2022-01-26,2027-05-21
2297,2503,Prepaid,3548095545615513,2025-03-23,2028-11-04
2298,105,Credit,3594294849002717,2023-11-15,2027-09-11
2299,4915,Debit,639096325472,2023-01-07,2026-08-08
2300,4354,Debit,3581972302848446,2022-10-07,2027-01-05
2301,1144,Debit,60437353091,2023-10-11,2030-03-12
2302,1754,Debit,30072145724921,2022-02-19,2028-07-28
2303,2958,Credit,4821921774537092,2023-07-31,2028-08-01
2304,2647,Prepaid,378296014585838,2022-02-05,2027-02-23
2305,4222,Prepaid,4164725973911874,2020-09-09,2027-01-20
2306,1589,Prepaid,4073918090679223,2020-11-19,2027-04-08
2307,3315,Prepaid,344251467882217,2024-02-25,2028-12-14
2308,1324,Credit,676329829219,2021-09-28,2026-08-13
2309,215,Credit,3545529906163484,2020-10-31,2028-09-27
2310,624,Debit,3533736969753457,2020-10-27,2028-08-18
2311,3290,Credit,676363239044,2023-05-15,2030-05-03
2312,4968,Prepaid,3567381940343471,2021-08-20,2029-02-26
2313,1673,Credit,2373623147338242,2023-02-09,2029-04-29
2314,1484,Credit,676225704706,2020-09-10,2029-07-29
2315,369,Credit,2255338738566472,2022-09-30,2027-11-13
2316,1816,Debit,377388136029133,2020-11-23,2030-03-29
2317,1043,Credit,3504022490777751,2022-01-16,2029-05-12
2318,1477,Debit,349236366909992,2020-05-11,2029-08-05
2319,4006,Prepaid,3520894961261295,2025-01-22,2027-11-13
2320,1353,Credit,38810720709888,2023-03-12,2029-03-23
2321,3341,Debit,30385929461985,2024-06-16,2027-06-30
2322,363,Debit,501880540973,2024-12-05,2028-04-24
2323,3677,Prepaid,373512796198862,2024-01-14,2029-07-24
2324,3662,Credit,180043120166881,2021-05-06,2029-12-02
2325,3412,Prepaid,4501009229771180,2022-09-22,2027-10-29
2326,1032,Credit,3560266648524224,2023-08-26,2028-07-16
2327,3911,Prepaid,372791285232595,2021-09-14,2029-05-12
2328,63,Debit,4821504359576,2021-08-02,2029-10-01
2329,2316,Credit,4487434671553,2023-02-08,2028-12-03
2330,3169,Debit,4666449522800024,2024-03-29,2030-03-26
2331,341,Prepaid,4215706433300394,2021-07-24,2027-03-03
2332,3509,Credit,6011320768283455,2023-05-04,2028-12-16
2333,2814,Prepaid,3540912035074233,2021-08-26,2026-07-27
2334,4477,Credit,347817472951580,2023-06-15,2027-02-21
2335,4999,Prepaid,349334992194707,2020-10-15,2027-05-09
2336,955,Prepaid,3596270106826434,2022-07-27,2029-09-09
2337,106,Debit,639042901129,2023-08-21,2026-09-03
2338,2383,Debit,180010534525564,2024-11-04,2028-01-13
2339,3713,Prepaid,676198979046,2021-03-10,2029-08-22
2340,4626,Debit,4676047733812966,2024-11-25,2028-10-19
2341,2948,Prepaid,4893360224611233069,2021-02-21,2028-07-19
2342,2392,Debit,4290039091304914,2022-10-13,2029-09-08
2343,351,Debit,4714000832974,2020-09-10,2027-08-05
2344,3176,Debit,4611770550163349055,2020-09-16,2028-04-30
2345,3010,Credit,4837568075528,2025-04-21,2027-08-19
2346,1696,Prepaid,4018622461998398,2021-05-25,2029-04-19
2347,4717,Credit,4739714617010224,2022-08-05,2030-02-25
2348,3155,Debit,4019615446089019,2021-03-24,2027-08-05
2349,1140,Credit,630499030645,2022-05-26,2027-02-18
2350,4431,Credit,60464226582,2021-11-04,2027-07-07
2351,1422,Prepaid,676396855386,2023-09-17,2026-08-05
2352,3338,Debit,348684705420059,2021-01-31,2029-04-25
2353,571,Credit,3588448124691671,2023-06-11,2027-06-22
2354,19,Credit,2299449030102532,2025-02-17,2026-09-21
